2025-03-30 07:08:01,667 - __main__ - INFO - Loading data...
2025-03-30 07:08:06,889 - __main__ - INFO - Loaded data from /app/nse/ml/output_19_01_2025_2: X shape=(2322432, 10), y shape=(2322432, 4)
2025-03-30 07:08:15,969 - __main__ - INFO - Loaded data from /app/nse/ml/output_21_03_2025: X shape=(2457600, 10), y shape=(2457600, 4)
2025-03-30 07:08:16,075 - __main__ - INFO - Preprocessing and splitting data...
2025-03-30 07:08:20,367 - __main__ - INFO - Starting hyperparameter optimization...
2025-03-30 07:08:20,368 - __main__ - INFO - Starting c_delta_z optimization...
2025-03-30 07:08:20,519 - __main__ - INFO - Starting hyperparameter optimization for c_delta_z
[I 2025-03-30 07:08:20,519] A new study created in memory with name: catboost-c_delta_z-seed42
[I 2025-03-30 07:08:24,658] Trial 0 finished with value: 0.531185870497857 and parameters: {'learning_rate': 0.00012603444827323417, 'depth': 7, 'l2_leaf_reg': 1.1737385345986282, 'min_child_samples': 4}. Best is trial 0 with value: 0.531185870497857.
[I 2025-03-30 07:08:29,725] Trial 1 finished with value: 0.33503442134607686 and parameters: {'learning_rate': 0.010682386394898581, 'depth': 10, 'l2_leaf_reg': 2.0445113063519638, 'min_child_samples': 8}. Best is trial 1 with value: 0.33503442134607686.
[I 2025-03-30 07:08:33,010] Trial 2 finished with value: 0.3922976977261539 and parameters: {'learning_rate': 0.003441196264882161, 'depth': 6, 'l2_leaf_reg': 1.177984739840251, 'min_child_samples': 8}. Best is trial 1 with value: 0.33503442134607686.
[I 2025-03-30 07:08:40,710] Trial 3 finished with value: 0.36232419325984805 and parameters: {'learning_rate': 0.0030915397030704655, 'depth': 13, 'l2_leaf_reg': 1.902834886048404, 'min_child_samples': 4}. Best is trial 1 with value: 0.33503442134607686.
[I 2025-03-30 07:08:44,828] Trial 4 finished with value: 0.4393919101120717 and parameters: {'learning_rate': 0.0009917210964475569, 'depth': 9, 'l2_leaf_reg': 1.2915417587819893, 'min_child_samples': 32}. Best is trial 1 with value: 0.33503442134607686.
[I 2025-03-30 07:08:46,388] Trial 5 finished with value: 0.4748678101887119 and parameters: {'learning_rate': 0.010971780436445849, 'depth': 2, 'l2_leaf_reg': 1.7512559481921968, 'min_child_samples': 32}. Best is trial 1 with value: 0.33503442134607686.
[I 2025-03-30 07:08:49,374] Trial 6 finished with value: 0.5190604062848898 and parameters: {'learning_rate': 0.00024012726363840565, 'depth': 6, 'l2_leaf_reg': 2.7161848149127783, 'min_child_samples': 8}. Best is trial 1 with value: 0.33503442134607686.
[I 2025-03-30 07:09:42,687] Trial 7 finished with value: 0.31532301940671675 and parameters: {'learning_rate': 0.011748199707795306, 'depth': 16, 'l2_leaf_reg': 0.27680718290302087, 'min_child_samples': 1}. Best is trial 7 with value: 0.31532301940671675.
[I 2025-03-30 07:09:45,879] Trial 8 finished with value: 0.43778815104561164 and parameters: {'learning_rate': 0.0009810245144850453, 'depth': 8, 'l2_leaf_reg': 1.1282979197149035, 'min_child_samples': 16}. Best is trial 7 with value: 0.31532301940671675.
[I 2025-03-30 07:09:50,601] Trial 9 finished with value: 0.3724939051857384 and parameters: {'learning_rate': 0.0023305353992872486, 'depth': 10, 'l2_leaf_reg': 1.34635954719041, 'min_child_samples': 32}. Best is trial 7 with value: 0.31532301940671675.
[I 2025-03-30 07:10:48,617] Trial 10 finished with value: 0.3147742472594984 and parameters: {'learning_rate': 0.018448573627482395, 'depth': 16, 'l2_leaf_reg': 0.03457346501341485, 'min_child_samples': 1}. Best is trial 10 with value: 0.3147742472594984.
[I 2025-03-30 07:11:46,431] Trial 11 finished with value: 0.3051613490418942 and parameters: {'learning_rate': 0.01981771739404483, 'depth': 16, 'l2_leaf_reg': 0.057501279250224746, 'min_child_samples': 1}. Best is trial 11 with value: 0.3051613490418942.
[I 2025-03-30 07:12:17,089] Trial 12 finished with value: 0.3045251357092566 and parameters: {'learning_rate': 0.019865719895676426, 'depth': 15, 'l2_leaf_reg': 0.13306260841344508, 'min_child_samples': 1}. Best is trial 12 with value: 0.3045251357092566.
[I 2025-03-30 07:12:27,711] Trial 13 finished with value: 0.31572413561955975 and parameters: {'learning_rate': 0.01986965216155201, 'depth': 13, 'l2_leaf_reg': 0.5698087873114585, 'min_child_samples': 1}. Best is trial 12 with value: 0.3045251357092566.
[I 2025-03-30 07:12:38,553] Trial 14 finished with value: 0.3199372302236617 and parameters: {'learning_rate': 0.016040872130807186, 'depth': 13, 'l2_leaf_reg': 0.628787455890953, 'min_child_samples': 1}. Best is trial 12 with value: 0.3045251357092566.
[I 2025-03-30 07:12:54,612] Trial 15 finished with value: 0.31981585574544336 and parameters: {'learning_rate': 0.01540038808199463, 'depth': 14, 'l2_leaf_reg': 0.6601921384545726, 'min_child_samples': 1}. Best is trial 12 with value: 0.3045251357092566.
[I 2025-03-30 07:13:25,438] Trial 16 finished with value: 0.3142734987367124 and parameters: {'learning_rate': 0.007367194043034705, 'depth': 15, 'l2_leaf_reg': 0.04917249311288252, 'min_child_samples': 16}. Best is trial 12 with value: 0.3045251357092566.
